JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609648_411|COMPLETED|00:00:19|00:05.010|1||2G
7609648_411.batch|COMPLETED|00:00:19|00:05.008|1|53052K|
7609648_411.extern|COMPLETED|00:00:19|00:00.001|1|288K|
