JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615725_577|COMPLETED|00:09:21|08:50.070|1||2G
7615725_577.batch|COMPLETED|00:09:21|08:50.068|1|77664K|
7615725_577.extern|COMPLETED|00:09:21|00:00.001|1|0|
