JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7596142_320|FAILED|00:00:03|00:00.013|1||2G
7596142_320.batch|FAILED|00:00:03|00:00.011|1|1360K|
7596142_320.extern|COMPLETED|00:00:05|00:00.002|1|340K|
