JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609655_189|COMPLETED|2-08:21:15|2-08:09:33|1||2G
7609655_189.batch|COMPLETED|2-08:21:15|2-08:09:33|1|1605096K|
7609655_189.extern|COMPLETED|2-08:21:16|00:00.002|1|256K|
