most_efficient_project_set,highest_efficiency_attained,budget_increase_list,efficiency_list
"['1695', '2194', '1117', '1934', '902', '1905', '358', '2434', '2604', '950', '2742', '2745']",0.480389061552134,[0],[0.480389061552134]
