JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609641_226|COMPLETED|2-07:21:43|2-07:04:04|1||2G
7609641_226.batch|COMPLETED|2-07:21:43|2-07:04:04|1|178936K|
7609641_226.extern|COMPLETED|2-07:21:43|00:00.002|1|0|
