JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609641_737|COMPLETED|00:00:16|00:03.660|1||2G
7609641_737.batch|COMPLETED|00:00:16|00:03.659|1|46036K|
7609641_737.extern|COMPLETED|00:00:17|00:00.001|1|0|
