selected_projects,efficiency,budget_increase_count,max_budget_increase,min_budget_increase,avg_budget_increase
"[878, 1049, 1082, 112, 483, 1147, 1814, 1085, 1087, 473, 817, 2466, 1503, 840, 1083, 815, 1076]",459091/521100,18,0,0,0.0
