JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609651_146|COMPLETED|00:00:18|00:05.483|1||2G
7609651_146.batch|COMPLETED|00:00:18|00:05.481|1|58704K|
7609651_146.extern|COMPLETED|00:00:20|00:00.002|1|288K|
