JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609639_563|COMPLETED|3-06:07:51|3-05:49:42|1||2G
7609639_563.batch|COMPLETED|3-06:07:51|3-05:49:42|1|78668K|
7609639_563.extern|COMPLETED|3-06:07:51|00:00.001|1|0|
