JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609639_180|COMPLETED|00:05:48|05:26.060|1||2G
7609639_180.batch|COMPLETED|00:05:48|05:26.058|1|52924K|
7609639_180.extern|COMPLETED|00:05:48|00:00.001|1|0|
