JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609639_540|COMPLETED|1-00:25:37|1-00:20:50|1||2G
7609639_540.batch|COMPLETED|1-00:25:37|1-00:20:50|1|65688K|
7609639_540.extern|COMPLETED|1-00:25:37|00:00.001|1|288K|
