JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609639_513|RUNNING|5-13:49:21|00:00:00|1||2G
7609639_513.batch|RUNNING|5-13:49:21|00:00:00|1||
7609639_513.extern|RUNNING|5-13:49:21|00:00:00|1||
