JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609639_581|COMPLETED|01:51:04|01:50:28|1||2G
7609639_581.batch|COMPLETED|01:51:04|01:50:28|1|53404K|
7609639_581.extern|COMPLETED|01:51:04|00:00:00|1|0|
