JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7606229_441|COMPLETED|00:00:26|00:03.564|1||2G
7606229_441.batch|COMPLETED|00:00:26|00:03.562|1|50004K|
7606229_441.extern|COMPLETED|00:00:27|00:00.001|1|284K|
