JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609646_206|COMPLETED|00:00:25|00:04.389|1||2G
7609646_206.batch|COMPLETED|00:00:25|00:04.387|1|49336K|
7609646_206.extern|COMPLETED|00:00:27|00:00.001|1|288K|
