JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609646_259|COMPLETED|01:01:11|01:00:38|1||2G
7609646_259.batch|COMPLETED|01:01:11|01:00:38|1|78968K|
7609646_259.extern|COMPLETED|01:01:11|00:00.001|1|348K|
