JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609646_511|RUNNING|5-12:16:59|00:00:00|1||2G
7609646_511.batch|RUNNING|5-12:16:59|00:00:00|1||
7609646_511.extern|RUNNING|5-12:16:59|00:00:00|1||
