JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609646_525|COMPLETED|4-07:13:13|4-04:34:42|1||2G
7609646_525.batch|COMPLETED|4-07:13:13|4-04:34:42|1|241444K|
7609646_525.extern|COMPLETED|4-07:13:13|00:00.001|1|288K|
