JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609646_555|COMPLETED|11:00:39|10:58:23|1||2G
7609646_555.batch|COMPLETED|11:00:39|10:58:23|1|96968K|
7609646_555.extern|COMPLETED|11:00:39|00:00:00|1|288K|
