JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609646_512|COMPLETED|1-18:26:00|1-18:17:45|1||2G
7609646_512.batch|COMPLETED|1-18:26:00|1-18:17:45|1|155684K|
7609646_512.extern|COMPLETED|1-18:26:00|00:00.002|1|288K|
