JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609654_699|COMPLETED|00:00:33|00:04.531|1||2G
7609654_699.batch|COMPLETED|00:00:33|00:04.530|1|54644K|
7609654_699.extern|COMPLETED|00:00:33|00:00:00|1|0|
