JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615726_72|RUNNING|5-10:22:10|00:00:00|1||2G
7615726_72.batch|RUNNING|5-10:22:10|00:00:00|1||
7615726_72.extern|RUNNING|5-10:22:10|00:00:00|1||
