JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615726_530|COMPLETED|06:48:02|06:46:31|1||2G
7615726_530.batch|COMPLETED|06:48:02|06:46:31|1|99820K|
7615726_530.extern|COMPLETED|06:48:03|00:00:00|1|0|
