JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615726_611|COMPLETED|00:01:54|01:29.365|1||2G
7615726_611.batch|COMPLETED|00:01:54|01:29.364|1|49824K|
7615726_611.extern|COMPLETED|00:01:54|00:00:00|1|284K|
