JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609649_175|COMPLETED|00:00:20|00:07.701|1||2G
7609649_175.batch|COMPLETED|00:00:20|00:07.699|1|57504K|
7609649_175.extern|COMPLETED|00:00:20|00:00.002|1|0|
