JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609649_594|COMPLETED|01:04:41|01:04:11|1||2G
7609649_594.batch|COMPLETED|01:04:41|01:04:11|1|157992K|
7609649_594.extern|COMPLETED|01:04:41|00:00:00|1|0|
