JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609649_544|COMPLETED|01:38:16|01:37:28|1||2G
7609649_544.batch|COMPLETED|01:38:16|01:37:28|1|260728K|
7609649_544.extern|COMPLETED|01:38:16|00:00:00|1|0|
