JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615728_670|COMPLETED|00:02:16|02:00.162|1||2G
7615728_670.batch|COMPLETED|00:02:16|02:00.160|1|57928K|
7615728_670.extern|COMPLETED|00:02:16|00:00.002|1|0|
