JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615728_511|COMPLETED|05:25:00|05:23:38|1||2G
7615728_511.batch|COMPLETED|05:25:00|05:23:38|1|106696K|
7615728_511.extern|COMPLETED|05:25:00|00:00:00|1|284K|
