JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615728_570|COMPLETED|3-15:25:05|3-15:02:53|1||2G
7615728_570.batch|COMPLETED|3-15:25:05|3-15:02:53|1|369656K|
7615728_570.extern|COMPLETED|3-15:25:06|00:00:00|1|284K|
