JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615728_589|COMPLETED|1-00:20:25|1-00:16:04|1||2G
7615728_589.batch|COMPLETED|1-00:20:25|1-00:16:04|1|322388K|
7615728_589.extern|COMPLETED|1-00:20:25|00:00.002|1|288K|
