JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615728_497|COMPLETED|09:33:06|09:29:19|1||2G
7615728_497.batch|COMPLETED|09:33:06|09:29:19|1|110532K|
7615728_497.extern|COMPLETED|09:33:07|00:00:00|1|288K|
