JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609652_265|COMPLETED|00:01:05|00:38.880|1||2G
7609652_265.batch|COMPLETED|00:01:05|00:38.879|1|61404K|
7609652_265.extern|COMPLETED|00:01:05|00:00.001|1|0|
