JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609653_353|COMPLETED|00:00:48|00:04.219|1||2G
7609653_353.batch|COMPLETED|00:00:48|00:04.218|1|58724K|
7609653_353.extern|COMPLETED|00:00:49|00:00:00|1|284K|
