JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615727_179|COMPLETED|00:01:20|00:56.601|1||2G
7615727_179.batch|COMPLETED|00:01:20|00:56.599|1|56508K|
7615727_179.extern|COMPLETED|00:01:20|00:00.002|1|288K|
