JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615727_551|COMPLETED|03:48:21|03:46:17|1||2G
7615727_551.batch|COMPLETED|03:48:21|03:46:17|1|316100K|
7615727_551.extern|COMPLETED|03:48:21|00:00:00|1|284K|
