JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7615727_570|COMPLETED|02:06:27|02:05:47|1||2G
7615727_570.batch|COMPLETED|02:06:27|02:05:47|1|310380K|
7615727_570.extern|COMPLETED|02:06:27|00:00:00|1|348K|
