most_efficient_project_set,highest_efficiency_attained,budget_increase_list,efficiency_list
"['P047KR', 'P145KR', 'P141KR', 'P087KR', 'P140KR', 'P147KR', 'P024KR', 'P176KR', 'P025KR', 'P195KR', 'P137KR', 'P191KR']",0.9700460829493087,"[0, 1.3504811228263094, 1.0418049680851345, 0.7742827206224137, 0.22728747574228658, 0.29954183326414174, 0.9145553399079092, 3.4094929550115705, 4.017041996348143, 2.379802881144124, 0.39165465401891913, 1.3777267508610793, 2.8063064213967985, 1.837361447303524, 2.22138759212587, 4.351937615947718, 1.9137701045453879, 1.3568819496414202, 0.788096985242586, 1.5929401566510435, 3.2638168391815694, 1.2523330420574228, 1.2502482646476838, 2.9544243750577355, 0.0018959161019206578, 2.5221147875393717, 0.04842782239800414, 0.41925888922043825, 0.0857209249423302, 0.43646928597450946, 1.9060085269813662, 1.0367416067800035, 1.6837539464495606, 0.854434969958354, 1.2755530924893552, 4.413749793636561, 0.5247818252538721, 0.282126657546479, 0.943792695642308, 2.0068970813360565, 1.5738664514189746, 0.22212164518656297, 0.735617039964866, 0.35547856424259766, 2.5589896851389247, 1.6620331088037037, 0.040133309395508264, 1.7182721997892862, 0.6828153993745643, 1.9784664248146044, 4.987871835757195, 0.9573276443108468, 0.1015112631879099, 0.42504968624198664, 0.9292929292929293, 1.2738572466302565, 2.18407537297901, 0.22556390977443608, 0.21288038379580843, 0.13403464056685044, 1.18291004775624, 3.2299824063175357, 0.27830262204337375, 3.2761144377910845, 0.6030118815419716, 0.7014178491318082, 1.9844267721966842, 2.275396638760098, 0.013881562508675976, 0.19238947836751655, 0.2593072073080523, 0.7093051085083543, 0.7181210030226662, 3.0559761502996716, 1.3727313248321893, 1.6536007179942742, 11.750564002843364, 0.505678100474266, 1.104288526818729, 0.7636043308343956, 0.5034900682545211, 0.0510732026064714, 2.3532587704300805, 0.38732266730392545, 0.34136978266935153, 2.0667430707244128, 0.03065640485685286, 0.03622764987729345, 1.1010949283862264, 1.1481767556375602, 2.0493615839626877, 1.0318653790950876, 4.135174346299336, 0.3543420570787879, 2.7015226833890527, 3.4105583575954657, 1.6201049372591048, 0.08109781862820598, 0.5203456456861485, 1.0494714683677138, 0.50839265717802, 0.45463312747337065, 1.1584785547893037, 1.1824610881816089, 0.23790642347343377, 2.4992912887094016, 0.693209063855324, 0.8621367821479614, 0.20727467364064894, 1.394526084634967, 0.9453344932937873, 0.7033055109253612, 2.8427935184307778, 3.2133068898102004, 0.7330945385522034, 0.8798086872542482, 3.4642808107124248, 0.23579480101219233, 1.2356993351968268]","[0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.35655184331797235, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47175921658986175, 0.47867165898617514, 0.8076036866359447, 0.8076036866359447, 0.8076036866359447, 0.8076036866359447, 0.8076036866359447, 0.8076036866359447, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.847926267281106, 0.8548387096774194, 0.8548387096774194, 0.9631336405529954, 0.9700460829493087, 0.9700460829493087, 0.9631336405529954, 0.9631336405529954, 0.9631336405529954, 0.9631336405529954, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 0.9700460829493087, 1.0063214285714286]"
