JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609650_534|COMPLETED|00:00:51|00:06.468|1||2G
7609650_534.batch|COMPLETED|00:00:51|00:06.467|1|148648K|
7609650_534.extern|COMPLETED|00:00:55|00:00.001|1|348K|
