JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_24|COMPLETED|1-21:36:24|1-21:21:28|1||2G
7609640_24.batch|COMPLETED|1-21:36:24|1-21:21:28|1|70596K|
7609640_24.extern|COMPLETED|1-21:36:24|00:00:00|1|352K|
