JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_519|COMPLETED|1-16:51:34|1-16:41:54|1||2G
7609640_519.batch|COMPLETED|1-16:51:34|1-16:41:54|1|65580K|
7609640_519.extern|COMPLETED|1-16:51:37|00:00.002|1|288K|
