JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_34|COMPLETED|2-18:18:08|2-17:53:59|1||2G
7609640_34.batch|COMPLETED|2-18:18:08|2-17:53:59|1|75356K|
7609640_34.extern|COMPLETED|2-18:18:24|00:00:00|1|0|
