JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_41|COMPLETED|01:30:50|01:30:02|1||2G
7609640_41.batch|COMPLETED|01:30:50|01:30:02|1|58572K|
7609640_41.extern|COMPLETED|01:30:50|00:00:00|1|288K|
