JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_555|COMPLETED|1-00:36:55|1-00:31:34|1||2G
7609640_555.batch|COMPLETED|1-00:36:55|1-00:31:34|1|67428K|
7609640_555.extern|COMPLETED|1-00:36:55|00:00.001|1|256K|
