JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_503|COMPLETED|3-13:52:00|3-13:35:19|1||2G
7609640_503.batch|COMPLETED|3-13:52:00|3-13:35:19|1|70056K|
7609640_503.extern|COMPLETED|3-13:52:00|00:00.002|1|352K|
