JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_507|COMPLETED|3-07:25:44|3-07:08:23|1||2G
7609640_507.batch|COMPLETED|3-07:25:44|3-07:08:23|1|81544K|
7609640_507.extern|COMPLETED|3-07:25:45|00:00.002|1|260K|
