JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_526|COMPLETED|2-02:23:48|2-02:13:47|1||2G
7609640_526.batch|COMPLETED|2-02:23:48|2-02:13:47|1|74268K|
7609640_526.extern|COMPLETED|2-02:23:49|00:00.002|1|288K|
