JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_37|RUNNING|5-13:44:05|00:00:00|1||2G
7609640_37.batch|RUNNING|5-13:44:05|00:00:00|1||
7609640_37.extern|RUNNING|5-13:44:05|00:00:00|1||
