JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_665|COMPLETED|00:00:54|00:39.018|1||2G
7609640_665.batch|COMPLETED|00:00:54|00:39.017|1|54048K|
7609640_665.extern|COMPLETED|00:00:54|00:00.001|1|352K|
