JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609640_548|COMPLETED|3-17:47:58|3-17:29:52|1||2G
7609640_548.batch|COMPLETED|3-17:47:58|3-17:29:52|1|78804K|
7609640_548.extern|COMPLETED|3-17:48:00|00:00.001|1|0|
