JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609642_56|COMPLETED|23:13:23|23:07:28|1||2G
7609642_56.batch|COMPLETED|23:13:23|23:07:28|1|128420K|
7609642_56.extern|COMPLETED|23:13:23|00:00:00|1|284K|
