JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609642_747|COMPLETED|00:00:31|00:06.243|1||2G
7609642_747.batch|COMPLETED|00:00:31|00:06.241|1|50152K|
7609642_747.extern|COMPLETED|00:00:33|00:00.001|1|0|
