JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609642_479|COMPLETED|02:52:13|02:50:56|1||2G
7609642_479.batch|COMPLETED|02:52:13|02:50:56|1|96464K|
7609642_479.extern|COMPLETED|02:52:13|00:00:00|1|288K|
