JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609642_509|COMPLETED|15:10:39|15:04:19|1||2G
7609642_509.batch|COMPLETED|15:10:39|15:04:19|1|104344K|
7609642_509.extern|COMPLETED|15:10:42|00:00:00|1|256K|
