JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_541|COMPLETED|01:49:01|01:48:18|1||2G
7609647_541.batch|COMPLETED|01:49:01|01:48:18|1|64116K|
7609647_541.extern|COMPLETED|01:49:01|00:00:00|1|288K|
