JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_708|COMPLETED|00:00:20|00:05.429|1||2G
7609647_708.batch|COMPLETED|00:00:20|00:05.427|1|47732K|
7609647_708.extern|COMPLETED|00:00:20|00:00.002|1|348K|
