JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_490|COMPLETED|1-21:50:15|1-21:39:40|1||2G
7609647_490.batch|COMPLETED|1-21:50:15|1-21:39:40|1|130616K|
7609647_490.extern|COMPLETED|1-21:50:15|00:00.002|1|0|
