JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_396|COMPLETED|00:47:55|47:19.573|1||2G
7609647_396.batch|COMPLETED|00:47:55|47:19.571|1|68068K|
7609647_396.extern|COMPLETED|00:47:56|00:00.001|1|0|
