JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_35|COMPLETED|03:54:19|03:53:21|1||2G
7609647_35.batch|COMPLETED|03:54:19|03:53:21|1|99592K|
7609647_35.extern|COMPLETED|03:54:19|00:00:00|1|0|
