JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_557|COMPLETED|4-14:25:04|4-13:53:02|1||2G
7609647_557.batch|COMPLETED|4-14:25:04|4-13:53:02|1|148488K|
7609647_557.extern|COMPLETED|4-14:25:05|00:00.001|1|284K|
