JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_531|COMPLETED|2-14:16:02|2-14:02:48|1||2G
7609647_531.batch|COMPLETED|2-14:16:02|2-14:02:48|1|133544K|
7609647_531.extern|COMPLETED|2-14:16:05|00:00.002|1|0|
