JobID,State,Elapsed,TotalCPU,AllocCPUS,MaxRSS,ReqMem
7609647_554|COMPLETED|01:11:51|01:11:11|1||2G
7609647_554.batch|COMPLETED|01:11:51|01:11:11|1|61360K|
7609647_554.extern|COMPLETED|01:11:51|00:00:00|1|288K|
