selected_projects,efficiency,budget_increase_count,max_budget_increase,min_budget_increase,avg_budget_increase
"[1152, 461, 417, 962, 1982, 686, 1380, 1825, 1308, 1847, 1129, 70]",4127/5275,13,0,0,0.0
